name,full_address,rate,reviews
Eggsmart,"864 Bloor Street West,Toronto, ON M6G 1M7,Canada",2.0,20
Indian Flavour Restaurant,"4700 Keele Street,North York, ON M3J 1P3,Canada",2.0,20
Harvey's,"1641 Queen St E,Toronto, ON M4L 1G4,Canada",2.0,16
Urban Thai on Gerrard,"415 Parliament Street,Toronto, ON M5A 3A1,Canada",2.0,16
Tim Hortons,"419 Bloor St E,Toronto, ON M4W 1H7,Canada",2.0,14
Gino's Pizza,"1158 Bloor Street W,Suite 1149,Toronto, ON M6H 1N1,Canada",2.0,13
Swiss Chalet,"2955 Bloor St W,Etobicoke, ON M8X 1B8,Canada",2.0,13
Wendy's,"2151 Steeles Ave W,Toronto, ON M3J 3N2,Canada",2.0,11
Indian Rasoi,"1437 Gerrard Street E,Toronto, ON M4L 1Z7,Canada",2.0,10
Harvey's,"1100 O'Connor Drive,Toronto, ON M4B 3L4,Canada",2.0,10
Swiss Chalet Rotisserie & Grill,"1560 Yonge St,Unit 107,Toronto, ON M4T 2S9,Canada",2.0,9
Wendy's,"2575 St. Clair Avenue West, Unit 1,Toronto, ON M6N 4Z5,Canada",2.0,9
Subway,"3100 Saint Clair Avenue E,Toronto, ON M1L 1V6,Canada",2.0,9
Pizza Pizza,"1252 Gerrard Street E,Toronto, ON M4L 1Y6,Canada",2.0,8
Smokeshow BBQ & Brew,"744 Mt Pleasant Rd,Toronto, ON M4S 2N6,Canada",2.0,6
Wendy's,"19 Western Battery Road,Toronto, ON M6K 3S4,Canada",2.0,4
Hue's Kitchen,"1226 King St W,Toronto, ON M6K 3M1,Canada",2.0,4
Taco Bell,"900 Dufferin Street,Toronto, ON M6H 4B1,Canada",2.0,4
A&W,"45 Overlea Boulevard,Unit 4,Toronto, ON M4H 1C3,Canada",2.0,3
Pizza Nova,"457 Marlee Avenue,Toronto, ON M6B 3H9,Canada",2.0,3
Pizza Pizza,"5500 Lawrence Avenue E,Toronto, ON M1C 3B2,Canada",2.0,2
Naija Jollof,"507 Parliament Street,Toronto, ON M4X 1P3,Canada",2.0,1
Leyenda,"235 Augusta Avenue,Toronto, ON M5T 2L8,Canada",2.0,1
Loop Line Wine & Food,"643 Dupont Street,Toronto, ON M6G 1Z4,Canada",2.0,1
Royal Stays,"20 Blue Jays Way,Toronto, ON M5V 3W7,Canada",2.0,1
Subway,"344 Queen Street E,Toronto, ON M5A 1S8,Canada",2.0,1
Hoops Sports Bar & Grill,"125 Bremner Blvd,Toronto, ON M5J 3A8,Canada",1.5,154
Apt. 200,"1034 Queen Street W,Toronto, ON M6J 1H7,Canada",1.5,55
Kingsway Theatre,"3030 Bloor Street W,Toronto, ON M8X 1C4,Canada",1.5,54
Market@416,"2 Eireann Quay,Toronto, ON M5V 1A1,Canada",1.5,28
FORTY2 Supperclub,"42 Mowat Avenue,Toronto, ON M6K 3K4,Canada",1.5,23
Sakura Japanese Restaurant,"4700 Keele Street,Toronto, ON M3J 2S5,Canada",1.5,21
McDonald's,"1168 St Clair Avenue West,Toronto, ON M6E 1B4,Canada",1.5,16
McDonald's,"10 The Queensway,Toronto, ON M6R 1B4,Canada",1.5,14
Taco Bell,"3777 Keele St,Toronto, ON M3J 1N5,Canada",1.5,12
Harvey's,"266 Queens Quay W,Toronto, ON M5J 1B5,Canada",1.5,9
Tim Hortons,"2700 Dufferin St,York, ON M6B 4J3,Canada",1.5,6
Dinner With A View,"250 Fort York Boulevard,Toronto, ON M5V 3K9,Canada",1.0,33
Hotel 89,"89 Avenue Road,Toronto, ON M5R 2G3,Canada",1.0,5
Wynn Family Property Rentals,"630 Vesta Drive,Toronto, ON M5N 1J1,Canada",1.0,3
Tropical Venue,"1776 Street Clair Avenue W,Toronto, ON M6N 1J3,Canada",1.0,2
The Lake House,"909 Lake Shore Boulevard W,Toronto, ON M6K 3L3,Canada",1.0,1
Howard Ferguson Dining Hall,"75 St George St,Toronto, ON M5S 2E5,Canada",1.0,1
Ponsha-An Resto Bar & Grill - Toronto,"1708 Eglinton Ave W,Toronto, ON M6E 2H5,Canada",1.0,1
